name	len	score	pvalue
NODE_89_length_12259_cov_15.756227	12259	0.47433045506477356	0.07594984515446786
NODE_92_length_12077_cov_4.191150	12077	0.9537039399147034	0.013180753833371101
NODE_100_length_11228_cov_6.333930	11228	0.7202723622322083	0.031403429262028854
NODE_94_length_11527_cov_38.472280	11527	0.5574756860733032	0.04730342170858826
NODE_87_length_12500_cov_4.833186	12500	0.43968480825424194	0.08629805876576781
NODE_84_length_12732_cov_7.443165	12732	0.9984045028686523	0.004267693934587205
NODE_81_length_12875_cov_6.177535	12875	0.7648853063583374	0.028174333408867738
NODE_98_length_11371_cov_4.629993	11371	0.9998259544372559	0.0020016617569302815
NODE_93_length_11988_cov_9.308975	11988	0.6260398030281067	0.03958002870307425
NODE_90_length_12221_cov_6.730643	12221	0.9427834153175354	0.014483722335523832
NODE_95_length_11483_cov_31.117606	11483	0.9772672653198242	0.009611753153561447
NODE_99_length_11280_cov_7.361514	11280	0.17357447743415833	0.15594078102575723
NODE_96_length_11455_cov_4.818333	11455	0.9997743368148804	0.002077196162852179
NODE_2_length_123929_cov_12.537215	123929	0.9667848348617554	0.011424578895686986
NODE_3_length_65580_cov_9.171339	65580	0.9455442428588867	0.014143817508875292
NODE_128_length_9390_cov_5.794322	9390	0.9999975562095642	0.0004909736384923332
NODE_101_length_11144_cov_19.128416	11144	0.8689649701118469	0.020205453584107563
NODE_107_length_10921_cov_19.888183	10921	0.9891804456710815	0.007572324193670217
NODE_113_length_10255_cov_3.327647	10255	0.4010367691516876	0.09632525115189969
NODE_134_length_9005_cov_5.016425	9005	0.6490488052368164	0.037181811315054006
NODE_125_length_9589_cov_4.613279	9589	0.7967548370361328	0.025606163607523227
NODE_104_length_11061_cov_7.342359	11061	0.7515931129455566	0.029156280685852406
NODE_119_length_9965_cov_3.505550	9965	0.999997079372406	0.0005098572399728076
NODE_131_length_9334_cov_5.008945	9334	0.7935731410980225	0.02583276682528892
NODE_110_length_10498_cov_32.128794	10498	0.9626542329788208	0.011991086940101215
NODE_122_length_9756_cov_13.645604	9756	0.9261432886123657	0.015881108845078932
NODE_116_length_10066_cov_4.923085	10066	0.46172061562538147	0.08050079311126218
NODE_135_length_8927_cov_29.593102	8927	0.3299652338027954	0.11247073041770526
NODE_129_length_9365_cov_46.995704	9365	0.9999980330467224	0.00045320643553138455
NODE_126_length_9500_cov_32.582319	9500	0.9985708594322205	0.004192159528665307
NODE_114_length_10225_cov_14.105310	10225	0.9985032677650452	0.004229926731626255
NODE_102_length_11131_cov_5.067895	11131	0.9999997019767761	0.00026437042072664096
NODE_108_length_10781_cov_3.969793	10781	0.9994202852249146	0.0030024926353954227
NODE_123_length_9745_cov_6.401032	9745	0.852649450302124	0.021357353274416496
NODE_132_length_9270_cov_4.427455	9270	0.999967098236084	0.0010385980814260896
NODE_120_length_9939_cov_5.959733	9939	0.9203778505325317	0.016334315280610318
NODE_105_length_10965_cov_7.234280	10965	0.9999997615814209	0.00026437042072664096
NODE_111_length_10361_cov_8.436057	10361	0.7989679574966431	0.02543621119419896
NODE_136_length_8817_cov_5.125200	8817	0.9997360706329346	0.002247148576176448
NODE_127_length_9498_cov_3.739066	9498	0.9874924421310425	0.007931112621799229
NODE_117_length_10001_cov_17.368289	10001	0.6998929977416992	0.03302741898934965
NODE_109_length_10552_cov_4.012194	10552	0.9983348250389099	0.004399879144950525
NODE_115_length_10180_cov_4.103605	10180	0.9435228109359741	0.014351537125160511
NODE_124_length_9722_cov_3.362470	9722	0.9673811793327332	0.01131127728680414
NODE_103_length_11081_cov_5.643298	11081	0.7794786691665649	0.026909132109675958
NODE_130_length_9340_cov_7.523856	9340	0.9899382591247559	0.007421255381826422
NODE_121_length_9863_cov_18.852467	9863	0.8788055777549744	0.019355691517486215
NODE_133_length_9018_cov_26.699543	9018	0.9999990463256836	0.00039655563108996147
NODE_106_length_10931_cov_5.022067	10931	0.9058471918106079	0.01729737895611451
NODE_112_length_10323_cov_5.890436	10323	0.8011984825134277	0.025134073570511367
NODE_137_length_8789_cov_52.105793	8789	0.9999653100967407	0.0010574816829065639
NODE_143_length_8404_cov_3.912445	8404	0.6313928961753845	0.039051287861620966
NODE_118_length_9972_cov_5.918524	9972	0.9996851682662964	0.002379333786539769
NODE_140_length_8657_cov_27.775169	8657	0.9999904036521912	0.0006609260518166025
NODE_146_length_8309_cov_4.277805	8309	0.9995102882385254	0.002926958229473525
NODE_152_length_7965_cov_12.390139	7965	0.7896939516067505	0.026210438854898405
NODE_158_length_7708_cov_4.038024	7708	0.9842669367790222	0.008686456681018204
NODE_138_length_8775_cov_3.312729	8775	0.8751051425933838	0.019808897953017598
NODE_164_length_7399_cov_3.937636	7399	1.0	0.0
NODE_167_length_7198_cov_5.014840	7198	0.9897578358650208	0.0074590225847873705
NODE_149_length_8132_cov_4.837811	8132	0.10240061581134796	0.18823173955736838
NODE_155_length_7821_cov_7.430080	7821	0.9123326539993286	0.016844172520583126
NODE_161_length_7565_cov_6.083356	7565	0.9999410510063171	0.0012463176977113076
NODE_144_length_8385_cov_4.073349	8385	0.961236834526062	0.012161039353425485
NODE_170_length_7180_cov_4.349053	7180	1.0	0.0
NODE_141_length_8649_cov_3.928788	8649	0.3151243329048157	0.11547322305310069
NODE_159_length_7610_cov_3.700066	7610	0.6672108173370361	0.03576554120401843
NODE_147_length_8264_cov_4.794616	8264	0.585647463798523	0.043942140645063826
NODE_139_length_8684_cov_4.603894	8684	0.8822306990623474	0.019091321096759574
NODE_165_length_7262_cov_4.484806	7262	0.9999079704284668	0.0015673389228793716
NODE_168_length_7197_cov_48.300476	7197	0.55361008644104	0.047926580557443914
NODE_153_length_7938_cov_4.884435	7938	0.8384630084037781	0.02241483495732306
NODE_150_length_8073_cov_17.760040	8073	0.767371654510498	0.028042148198504417
NODE_156_length_7799_cov_3.536932	7799	0.9642654061317444	0.011670065714933153
NODE_145_length_8356_cov_4.010119	8356	0.9796938896179199	0.009328499131354332
NODE_169_length_7192_cov_15.582738	7192	0.9819769859313965	0.009007477906186268
NODE_171_length_7134_cov_3.010312	7134	1.0	0.0
NODE_142_length_8481_cov_24.375979	8481	0.24397361278533936	0.13388473449656318
NODE_166_length_7246_cov_35.618968	7246	0.6736230850219727	0.035255683964045624
NODE_160_length_7605_cov_56.951788	7605	0.9663308262825012	0.01148122970012841
NODE_162_length_7529_cov_33.676612	7529	0.9823489785194397	0.008950827101744845
NODE_151_length_8063_cov_4.050574	8063	0.965796172618866	0.011518996903089357
NODE_148_length_8155_cov_5.051235	8155	0.8161457777023315	0.024001057481682908
NODE_173_length_7049_cov_48.223763	7049	0.5172550678253174	0.05527230153334844
NODE_154_length_7909_cov_3.269799	7909	0.9992592930793762	0.003191328650200166
NODE_179_length_6777_cov_4.660220	6777	0.9934837818145752	0.006628144119646499
NODE_185_length_6669_cov_14.005594	6669	0.29365116357803345	0.1208361658735554
NODE_157_length_7726_cov_9.227480	7726	0.9997921586036682	0.0020394289598912306
NODE_176_length_7012_cov_46.387955	7012	0.9983087182044983	0.004399879144950525
NODE_182_length_6729_cov_4.515283	6729	0.4548386037349701	0.08231361885338771
NODE_172_length_7095_cov_5.694886	7095	0.933704137802124	0.015257949996223279
NODE_174_length_7032_cov_36.326931	7032	0.9483854174613953	0.013841679885187703
NODE_188_length_6565_cov_14.719355	6565	0.4878721833229065	0.07036029911624746
NODE_180_length_6747_cov_4.867603	6747	0.5622214674949646	0.04656696125084976
NODE_191_length_6417_cov_42.804936	6417	0.9993358850479126	0.0030591434398368456
NODE_163_length_7417_cov_38.457213	7417	0.4765527844429016	0.07521338469672936
NODE_194_length_6397_cov_5.637969	6397	0.6742362380027771	0.035142382355162774
NODE_186_length_6661_cov_3.536633	6661	0.07533985376358032	0.20762519827781553
NODE_197_length_6338_cov_24.765717	6338	0.7228769063949585	0.031195709645743638
NODE_177_length_6818_cov_7.420080	6818	0.9764986038208008	0.009725054762444294
NODE_183_length_6714_cov_6.098363	6714	0.9150160551071167	0.01659868570133696
NODE_200_length_6277_cov_3.228222	6277	0.5230173468589783	0.05368607900898859
NODE_175_length_7030_cov_3.577348	7030	0.9839005470275879	0.008724223883979152
NODE_189_length_6526_cov_6.203987	6526	0.9994344711303711	0.0029647254324344737
NODE_198_length_6294_cov_5.883475	6294	0.22574856877326965	0.13885112168592795
NODE_184_length_6712_cov_5.224876	6712	0.7523108124732971	0.029137397084371932
NODE_187_length_6605_cov_23.023511	6605	0.6870085000991821	0.034217085882619534
NODE_181_length_6733_cov_22.950734	6733	0.6028497219085693	0.04199712969257497
NODE_195_length_6346_cov_3.341122	6346	0.3770753741264343	0.10208474960344437
NODE_192_length_6409_cov_5.396915	6409	0.4279956817626953	0.08971599063373367
NODE_178_length_6784_cov_4.573488	6784	0.6989791393280029	0.0331407205982325
NODE_190_length_6483_cov_28.988799	6483	0.8637526631355286	0.020620892816677998
NODE_199_length_6291_cov_4.175433	6291	0.7804569005966187	0.026814714102273585
NODE_196_length_6343_cov_27.531011	6343	0.6400156021118164	0.0381448749905582
NODE_193_length_6408_cov_6.113017	6408	0.9999977350234985	0.0004909736384923332
NODE_228_length_5891_cov_4.702879	5891	0.1327720284461975	0.17259611753153561
NODE_219_length_6041_cov_5.634648	6041	0.8574498891830444	0.020979681244807008
NODE_210_length_6164_cov_4.874448	6164	0.11779090017080307	0.17988518770299872
NODE_234_length_5835_cov_3.031315	5835	0.6474239230155945	0.037295112923936856
NODE_201_length_6265_cov_3.956039	6265	0.6560876369476318	0.036615303270639776
NODE_231_length_5854_cov_33.201586	5854	0.9659813642501831	0.011500113301608883
NODE_207_length_6199_cov_18.594727	6199	0.9996612668037415	0.002435984590981192
NODE_204_length_6242_cov_11.322127	6242	0.8436397314071655	0.021942744920311202
NODE_222_length_5993_cov_2.417649	5993	0.9994094371795654	0.0030024926353954227
NODE_213_length_6124_cov_26.386060	6124	0.9988487958908081	0.003776720296094871
NODE_216_length_6106_cov_41.185754	6106	0.9986255168914795	0.00411662512274341
NODE_211_length_6156_cov_22.711851	6156	0.9579687118530273	0.012633129390437344
NODE_229_length_5877_cov_50.323944	5877	0.9961303472518921	0.005702847647103255
NODE_225_length_5938_cov_89.150603	5938	0.9857834577560425	0.00840320265881109
NODE_220_length_6030_cov_3.342259	6030	0.9420008659362793	0.014578140342926203
NODE_235_length_5831_cov_8.277008	5831	0.9999915957450867	0.0006231588488556538
NODE_217_length_6050_cov_2.871393	6050	0.673093855381012	0.035312334768487046
NODE_208_length_6196_cov_4.083863	6196	0.16600294411182404	0.15843341642117983
NODE_214_length_6123_cov_17.573171	6123	0.999925434589386	0.0014540373139965254
NODE_202_length_6260_cov_3.664142	6260	0.7528747320175171	0.029118513482891458
NODE_205_length_6214_cov_36.452509	6214	0.3513346016407013	0.10746657602537955
NODE_232_length_5844_cov_5.026257	5844	0.04814552515745163	0.2369703149784727
NODE_230_length_5854_cov_78.844283	5854	0.9982307553291321	0.004437646347911474
NODE_223_length_5960_cov_3.317358	5960	0.9591638445854187	0.012519827781554499
NODE_212_length_6137_cov_3.453140	6137	0.9381715059280396	0.014936928771055215
NODE_221_length_6012_cov_7.201947	6012	0.8851069211959839	0.018883601480474355
NODE_209_length_6184_cov_46.967531	6184	0.999947726726532	0.00117078329178941
NODE_218_length_6048_cov_11.043551	6048	0.9984015226364136	0.004286577536067679
NODE_226_length_5909_cov_24.343697	5909	0.6537085175514221	0.036766372082483574
NODE_215_length_6111_cov_15.894485	6111	0.999996542930603	0.0005098572399728076
NODE_237_length_5825_cov_2.429983	5825	0.9939972162246704	0.006439308104841755
NODE_236_length_5830_cov_3.541645	5830	0.6722802519798279	0.03536898557292847
NODE_206_length_6213_cov_7.679929	6213	0.14489345252513885	0.16700657149331521
NODE_249_length_5647_cov_2.978362	5647	0.9993863105773926	0.003021376236875897
NODE_203_length_6250_cov_5.250363	6250	0.9950052499771118	0.006080519676712743
NODE_243_length_5706_cov_13.187400	5706	0.999902606010437	0.0015862225243598459
NODE_246_length_5674_cov_5.657056	5674	0.17599716782569885	0.15505325175617493
NODE_240_length_5747_cov_90.465741	5747	0.9999993443489075	0.0003587884281290128
NODE_233_length_5839_cov_2.426867	5839	0.9660127758979797	0.011500113301608883
NODE_252_length_5557_cov_3.630498	5557	0.9001522064208984	0.017675050985723997
NODE_227_length_5904_cov_40.892289	5904	0.2515799403190613	0.13182642193519148
NODE_261_length_5368_cov_9.718427	5368	0.0605543814599514	0.22233552383110508
NODE_250_length_5572_cov_35.543230	5572	0.6550029516220093	0.036709721278042146
NODE_258_length_5408_cov_78.804969	5408	0.999980092048645	0.0008308784651408716
NODE_255_length_5492_cov_2.247011	5492	0.9904725551605225	0.0072890701714631015
NODE_224_length_5946_cov_8.537090	5946	0.9998558759689331	0.0019072437495279099
NODE_247_length_5669_cov_2.327218	5669	1.0	0.0
NODE_238_length_5787_cov_78.359909	5787	0.9974231123924255	0.005041921595286653
NODE_244_length_5706_cov_3.790126	5706	0.9979431629180908	0.0046453659641966915
NODE_267_length_5275_cov_6.447893	5275	0.9714494943618774	0.01057481682906564
NODE_264_length_5315_cov_2.788023	5315	0.33889734745025635	0.11035576705189214
NODE_251_length_5562_cov_6.509715	5562	0.6740909814834595	0.03516126595664325
NODE_241_length_5742_cov_3.560577	5742	0.6795428991317749	0.03485912833295566
NODE_259_length_5389_cov_27.333146	5389	0.9999865889549255	0.0007742276606994485
NODE_253_length_5548_cov_8.153650	5548	0.41839689016342163	0.0921897424276758
NODE_262_length_5352_cov_35.933547	5352	0.971773624420166	0.01053704962610469
NODE_248_length_5657_cov_3.702606	5657	0.43192172050476074	0.08846967293602236
NODE_239_length_5786_cov_24.886233	5786	1.0	0.0
NODE_256_length_5460_cov_7.243293	5460	0.17218999564647675	0.15633733665684718
NODE_270_length_5254_cov_2.963647	5254	0.18588262796401978	0.15182415590301382
NODE_242_length_5712_cov_5.364681	5712	0.18161268532276154	0.1532593096155299
NODE_245_length_5676_cov_12.776552	5676	0.9985346794128418	0.004229926731626255
NODE_273_length_5242_cov_2.716599	5242	0.7938582301139832	0.025813883223808443
NODE_268_length_5264_cov_35.237666	5264	0.9613368511199951	0.012161039353425485
NODE_265_length_5295_cov_3.027863	5295	0.9963719248771667	0.005627313241181358
NODE_263_length_5320_cov_13.683381	5320	0.6154263615608215	0.040505325175617495
NODE_254_length_5544_cov_11.114228	5544	0.6261433959007263	0.03958002870307425
NODE_260_length_5369_cov_9.824991	5369	0.9994635581970215	0.0029458418309539994
NODE_276_length_5208_cov_3.536387	5208	0.997607946395874	0.004947503587884281
NODE_257_length_5416_cov_27.572095	5416	1.0	0.0
NODE_274_length_5236_cov_2.875314	5236	0.9625374674797058	0.011991086940101215
NODE_279_length_5178_cov_29.014249	5178	0.9747034311294556	0.009989425183170935
NODE_271_length_5249_cov_33.424528	5249	0.9666311144828796	0.011424578895686986
NODE_285_length_5039_cov_88.307785	5039	0.9970512390136719	0.005249641211571871
NODE_282_length_5121_cov_28.998421	5121	0.9642579555511475	0.011670065714933153
NODE_288_length_5029_cov_2.444914	5029	0.9180303812026978	0.01642873328801269
NODE_266_length_5284_cov_65.251291	5284	0.969139814376831	0.010990256061636075
NODE_269_length_5261_cov_3.820592	5261	0.9771509170532227	0.009630636755041921
NODE_294_length_4995_cov_40.342308	4995	0.9931356906890869	0.006722562127048871
NODE_280_length_5135_cov_2.967717	5135	1.0	0.0
NODE_286_length_5038_cov_13.220550	5038	0.8791180849075317	0.01933680791600574
NODE_277_length_5201_cov_42.095025	5201	0.48787957429885864	0.07036029911624746
NODE_275_length_5221_cov_12.257065	5221	0.18005599081516266	0.1538258176599441
NODE_289_length_5027_cov_3.361625	5027	0.809177041053772	0.024510914721655713
NODE_291_length_5024_cov_4.700946	5024	0.7982710599899292	0.02549286199864038
NODE_297_length_4918_cov_3.203989	4918	1.0	0.0
NODE_272_length_5244_cov_3.745230	5244	0.9724011421203613	0.01040486441574137
NODE_287_length_5036_cov_4.519775	5036	0.8852310180664062	0.018883601480474355
NODE_283_length_5048_cov_3.914681	5048	0.7712212800979614	0.02770224337185588
NODE_300_length_4884_cov_2.653344	4884	0.9418720006942749	0.014578140342926203
NODE_281_length_5124_cov_2.309529	5124	0.1335868090391159	0.17227509630636756
NODE_290_length_5025_cov_30.366197	5025	0.9969371557235718	0.0053251756174937685
NODE_278_length_5193_cov_43.370378	5193	0.9999465942382812	0.00117078329178941
NODE_295_length_4964_cov_6.286616	4964	0.9999938607215881	0.000585391645894705
NODE_298_length_4913_cov_43.194936	4913	0.5156022906303406	0.0556688571644384
NODE_284_length_5045_cov_3.380561	5045	0.999999463558197	0.0003399048266485384
NODE_292_length_5013_cov_49.483058	5013	0.7932872176170349	0.025889417629730342
NODE_299_length_4897_cov_65.269104	4897	0.822110652923584	0.02354785104615152
NODE_296_length_4919_cov_4.528166	4919	0.7774201035499573	0.027060200921519752
NODE_293_length_5007_cov_63.829766	5007	0.6750160455703735	0.035142382355162774
NODE_331_length_4430_cov_48.885943	4430	0.9752867221832275	0.009876123574288088
NODE_328_length_4468_cov_2.577158	4468	0.9464786052703857	0.014068283102953395
NODE_316_length_4617_cov_4.309294	4617	0.6779055595397949	0.03491577913739709
NODE_325_length_4499_cov_4.397165	4499	0.9818243980407715	0.009026361507666742
NODE_319_length_4585_cov_2.654525	4585	0.3163570761680603	0.11522773623385452
NODE_313_length_4666_cov_5.220560	4666	0.9805660843849182	0.00923408112395196
NODE_322_length_4545_cov_9.732517	4545	0.9907258749008179	0.007251302968502153
NODE_334_length_4392_cov_40.354854	4392	0.9996414184570312	0.002454868192461666
NODE_310_length_4687_cov_3.244171	4687	0.16403895616531372	0.1592642948863207
NODE_301_length_4882_cov_4.316346	4882	0.5559375286102295	0.04754890852783443
NODE_307_length_4740_cov_6.413874	4740	0.9551440477371216	0.013010801420046831
NODE_304_length_4846_cov_3.056564	4846	0.46273332834243774	0.08012312108165269
NODE_314_length_4657_cov_2.563233	4657	0.33057907223701477	0.11233854520734195
NODE_326_length_4469_cov_2.804259	4469	0.9529718160629272	0.013294055442253946
NODE_329_length_4461_cov_4.238765	4461	0.8775501251220703	0.019525643930810483
NODE_317_length_4602_cov_5.127337	4602	0.5256776809692383	0.05330840697937911
NODE_323_length_4517_cov_98.351636	4517	0.9997027516365051	0.002284915779137397
NODE_335_length_4388_cov_13.102239	4388	1.0	0.0
NODE_332_length_4405_cov_4.044598	4405	0.9987072944641113	0.004003323513860563
NODE_302_length_4855_cov_3.691250	4855	0.9999985098838806	0.0004343228340509102
NODE_320_length_4580_cov_3.720221	4580	0.9997202157974243	0.002266032177656923
NODE_311_length_4675_cov_3.713420	4675	0.6896111965179443	0.034009366266334315
NODE_308_length_4736_cov_19.072848	4736	0.9999841451644897	0.0008308784651408716
NODE_305_length_4843_cov_31.356516	4843	0.9727599620819092	0.010234912002417102
NODE_327_length_4468_cov_6.240426	4468	0.997632622718811	0.004947503587884281
NODE_330_length_4442_cov_2.637110	4442	0.32967323064804077	0.11252738122214669
NODE_318_length_4598_cov_51.938807	4598	0.9998762607574463	0.0017750585391645894
NODE_315_length_4617_cov_4.342832	4617	0.8883756995201111	0.018619231059747714
NODE_312_length_4674_cov_28.824637	4674	0.8131181001663208	0.024208777097968124
NODE_321_length_4573_cov_26.725542	4573	0.9957316517829895	0.0058350328574665765
NODE_324_length_4500_cov_47.745332	4500	0.999916672706604	0.0015295717199184228
NODE_303_length_4848_cov_4.658043	4848	0.9285786151885986	0.01569227283027419
NODE_337_length_4359_cov_38.026952	4359	0.999988853931427	0.0006798096532970768
NODE_333_length_4405_cov_3.318621	4405	0.9106192588806152	0.017014124933907394
NODE_343_length_4288_cov_4.576896	4288	0.21995045244693756	0.14039957700732683
NODE_336_length_4386_cov_36.890556	4386	0.5412142276763916	0.05028703074250321
NODE_340_length_4296_cov_3.150436	4296	0.5200254917144775	0.05446030666968804
NODE_309_length_4710_cov_24.847261	4710	0.5615394711494446	0.04664249565677166
NODE_346_length_4281_cov_3.071462	4281	0.9999998211860657	0.00026437042072664096
NODE_306_length_4750_cov_4.118211	4750	0.9999424815177917	0.0012463176977113076
NODE_355_length_4187_cov_5.961278	4187	0.5011239051818848	0.06133393760858071
NODE_352_length_4206_cov_4.378463	4206	0.9982374906539917	0.004437646347911474
NODE_358_length_4166_cov_2.327901	4166	0.9702819585800171	0.010763652843870384
NODE_349_length_4248_cov_1.649416	4248	0.7698902487754822	0.0278344285822192
NODE_341_length_4293_cov_13.112236	4293	0.6252158880233765	0.039636679507515676
NODE_361_length_4145_cov_45.242787	4145	0.8870024681091309	0.01877029987159151
NODE_364_length_4127_cov_23.815324	4127	0.9835669994354248	0.008761991086940101
NODE_347_length_4261_cov_2.922016	4261	0.6299432516098022	0.039164589470503816
NODE_367_length_4077_cov_37.016410	4077	0.9995840787887573	0.002719238613188307
NODE_338_length_4319_cov_3.708724	4319	1.0	0.0
NODE_356_length_4180_cov_3.592242	4180	0.9698991775512695	0.010876954452753228
NODE_344_length_4285_cov_2.365248	4285	0.7758266925811768	0.027211269733363547
