"name","length","score","pvalue"
"NODE_136_length_8817_cov_5.125200",8817,0.927674341115798,0.0101867572156197
"NODE_137_length_8789_cov_52.105793",8789,0.990878220271417,0.00206160562697065
"NODE_138_length_8775_cov_3.312729",8775,0.517912543758006,0.0835556633519282
"NODE_139_length_8684_cov_4.603894",8684,0.619260203541261,0.062575794324521
"NODE_140_length_8657_cov_27.775169",8657,0.986481313435115,0.00278923114237206
"NODE_141_length_8649_cov_3.928788",8649,0.526574872704285,0.0817365995634247
"NODE_142_length_8481_cov_24.375979",8481,0.639740504029104,0.0573611447974776
"NODE_143_length_8404_cov_3.912445",8404,0.320291514779037,0.153407712830463
"NODE_144_length_8385_cov_4.073349",8385,0.951335600009038,0.00703371331554693
"NODE_145_length_8356_cov_4.010119",8356,0.924283808476217,0.0104292990540868
"NODE_146_length_8309_cov_4.277805",8309,0.392511694950996,0.123211253941305
"NODE_147_length_8264_cov_4.794616",8264,0.419416449753893,0.113267038564152
"NODE_148_length_8155_cov_5.051235",8155,0.157368405947379,0.26206645646374
"NODE_149_length_8132_cov_4.837811",8132,0.722542825713129,0.0415959252971137
"NODE_150_length_8073_cov_17.760040",8073,0.726424635578962,0.0411108416201795
"NODE_151_length_8063_cov_4.050574",8063,0.976507713979325,0.00388066941547417
"NODE_152_length_7965_cov_12.390139",7965,0.69247443505357,0.047416929420325
"NODE_153_length_7938_cov_4.884435",7938,0.576742715678771,0.07070094591317
"NODE_154_length_7909_cov_3.269799",7909,0.764370281521158,0.0345622119815668
"NODE_155_length_7821_cov_7.430080",7821,0.838807590403722,0.0231627455736114
"NODE_156_length_7799_cov_3.536932",7799,0.710904348360921,0.0440213436817851
"NODE_157_length_7726_cov_9.227480",7726,0.91578839913236,0.0117632791656561
"NODE_158_length_7708_cov_4.038024",7708,0.981969306798422,0.0033955857385399
"NODE_159_length_7610_cov_3.700066",7610,0.193881384917465,0.229202037351443
"NODE_160_length_7605_cov_56.951788",7605,0.868630030786553,0.0181906378850352
"NODE_161_length_7565_cov_6.083356",7565,0.932924005801675,0.00933786078098472
"NODE_162_length_7529_cov_33.676612",7529,0.861792518014878,0.0194033470773708
"NODE_163_length_7417_cov_38.457213",7417,0.379019291251349,0.127334465195246
"NODE_164_length_7399_cov_3.937636",7399,0.967551485261435,0.00533592044627698
"NODE_165_length_7262_cov_4.484806",7262,0.957606825654137,0.00654862963861266
"NODE_166_length_7246_cov_35.618968",7246,0.405224773283614,0.118602959010429
"NODE_167_length_7198_cov_5.014840",7198,0.871499164649856,0.0177055542081009
"NODE_168_length_7197_cov_48.300476",7197,0.624888095165687,0.0612418142129517
"NODE_169_length_7192_cov_15.582738",7192,0.427311879689743,0.110235265583313
"NODE_170_length_7180_cov_4.349053",7180,0.996674961241077,0.000848896434634975
"NODE_171_length_7134_cov_3.010312",7134,0.941674976534856,0.00836769342711618
"NODE_172_length_7095_cov_5.694886",7095,0.558158414103307,0.0754305117632792
"NODE_173_length_7049_cov_48.223763",7049,0.711830395017148,0.0439000727625515
"NODE_174_length_7032_cov_36.326931",7032,0.815913021868042,0.0260732476352171
"NODE_175_length_7030_cov_3.577348",7030,0.539029711987625,0.0790686393402862
"NODE_176_length_7012_cov_46.387955",7012,0.775032684200752,0.0326218772738297
"NODE_177_length_6818_cov_7.420080",6818,0.881615492724737,0.0161290322580645
"NODE_178_length_6784_cov_4.573488",6784,0.115293689218606,0.311544991511036
"NODE_179_length_6777_cov_4.660220",6777,0.767425407144629,0.0335920446276983
"NODE_180_length_6747_cov_4.867603",6747,0.691550641314288,0.0475382003395586
"NODE_181_length_6733_cov_22.950734",6733,0.814073364362349,0.0263157894736842
"NODE_182_length_6729_cov_4.515283",6729,0.0653889755932691,0.405529953917051
"NODE_183_length_6714_cov_6.098363",6714,0.509244968172213,0.085010914382731
"NODE_184_length_6712_cov_5.224876",6712,0.361109923070195,0.134004365753092
"NODE_185_length_6669_cov_14.005594",6669,0.516335608939573,0.0837982051903953
"NODE_186_length_6661_cov_3.536633",6661,0.0706842322690007,0.394009216589862
"NODE_187_length_6605_cov_23.023511",6605,0.817378946392961,0.0257094348775164
"NODE_188_length_6565_cov_14.719355",6565,0.555710488463539,0.0757943245209799
"NODE_189_length_6526_cov_6.203987",6526,0.79868064047834,0.0287412078583556
"NODE_190_length_6483_cov_28.988799",6483,0.746901840552053,0.0372301722047053
"NODE_191_length_6417_cov_42.804936",6417,0.525143090176985,0.0821004123211254
"NODE_192_length_6409_cov_5.396915",6409,0.52276740664606,0.0828280378365268
"NODE_193_length_6408_cov_6.113017",6408,0.706894248988473,0.0445064273587194
"NODE_194_length_6397_cov_5.637969",6397,0.838359606478964,0.023284016492845
"NODE_195_length_6346_cov_3.341122",6346,0.0045303034795544,0.822459374242057
"NODE_196_length_6343_cov_27.531011",6343,0.640262794417529,0.0573611447974776
"NODE_197_length_6338_cov_24.765717",6338,0.509224577380061,0.085010914382731
"NODE_198_length_6294_cov_5.883475",6294,0.736780210741853,0.0386854232355081
"NODE_199_length_6291_cov_4.175433",6291,0.694686864972277,0.0469318457433907
"NODE_200_length_6277_cov_3.228222",6277,0.707968315032197,0.0443851564394858
"NODE_201_length_6265_cov_3.956039",6265,0.622007649522098,0.0618481688091196
"NODE_202_length_6260_cov_3.664142",6260,0.875404394860849,0.0170991996119331
"NODE_203_length_6250_cov_5.250363",6250,0.338387040744074,0.143463497453311
"NODE_204_length_6242_cov_11.322127",6242,0.956728960111491,0.00654862963861266
"NODE_205_length_6214_cov_36.452509",6214,0.406224807063471,0.117996604414261
"NODE_206_length_6213_cov_7.679929",6213,0.773707586313275,0.0326218772738297
"NODE_207_length_6199_cov_18.594727",6199,0.506095923091564,0.0861023526558331
"NODE_208_length_6196_cov_4.083863",6196,0.307933115669156,0.158258549599806
"NODE_209_length_6184_cov_46.967531",6184,0.95765724047201,0.00654862963861266
"NODE_210_length_6164_cov_4.874448",6164,0.107631368674142,0.32258064516129
"NODE_211_length_6156_cov_22.711851",6156,0.79674028216265,0.0289837496968227
"NODE_212_length_6137_cov_3.453140",6137,0.831508384194287,0.02413291292748
"NODE_213_length_6124_cov_26.386060",6124,0.980433265797306,0.00363812757700703
"NODE_214_length_6123_cov_17.573171",6123,0.603176130172372,0.0663351928207616
"NODE_215_length_6111_cov_15.894485",6111,0.891816691418917,0.0147950521464953
"NODE_216_length_6106_cov_41.185754",6106,0.965498120138389,0.00557846228474412
"NODE_217_length_6050_cov_2.871393",6050,0.906922039615035,0.0127334465195246
"NODE_218_length_6048_cov_11.043551",6048,0.968809202452122,0.00533592044627698
"NODE_219_length_6041_cov_5.634648",6041,0.696372492548365,0.0468105748241572
"NODE_220_length_6030_cov_3.342259",6030,0.960894102601253,0.00630608780014553
"NODE_221_length_6012_cov_7.201947",6012,0.671679003729674,0.0511763279165656
"NODE_222_length_5993_cov_2.417649",5993,0.911984135333726,0.0122483628425903
"NODE_223_length_5960_cov_3.317358",5960,0.835363833903121,0.0235265583313122
"NODE_224_length_5946_cov_8.537090",5946,0.643769833147918,0.0569973320397769
"NODE_225_length_5938_cov_89.150603",5938,0.9490907057903,0.0071549842347805
"NODE_226_length_5909_cov_24.343697",5909,0.883360938499106,0.0158864904195974
"NODE_227_length_5904_cov_40.892289",5904,0.403415929109234,0.119209313606597
"NODE_228_length_5891_cov_4.702879",5891,0.804850332302622,0.0280135823429542
"NODE_229_length_5877_cov_50.323944",5877,0.849388709450643,0.0215862236235751
"NODE_230_length_5854_cov_78.844283",5854,0.976685839492359,0.00388066941547417
"NODE_231_length_5854_cov_33.201586",5854,0.667966541531016,0.0516614115934999
"NODE_232_length_5844_cov_5.026257",5844,0.152557752513209,0.266432209556148
"NODE_233_length_5839_cov_2.426867",5839,0.612098268896265,0.0642735871937909
"NODE_234_length_5835_cov_3.031315",5835,0.254153904049762,0.187363570215862
"NODE_235_length_5831_cov_8.277008",5831,0.960869062162127,0.00630608780014553
"NODE_236_length_5830_cov_3.541645",5830,0.352458246391023,0.136793596895464
"NODE_237_length_5825_cov_2.429983",5825,0.78798446090214,0.0305602716468591
"NODE_238_length_5787_cov_78.359909",5787,0.978843892961035,0.0037593984962406
"NODE_239_length_5786_cov_24.886233",5786,0.948050564574523,0.00727625515401407
"NODE_240_length_5747_cov_90.465741",5747,0.96973446398122,0.00521464952704342
"NODE_241_length_5742_cov_3.560577",5742,0.888152795357422,0.0149163230657288
"NODE_242_length_5712_cov_5.364681",5712,0.441228609493923,0.10538442881397
"NODE_243_length_5706_cov_13.187400",5706,0.988152677121439,0.00254668930390492
"NODE_244_length_5706_cov_3.790126",5706,0.923736485081617,0.0105505699733204
"NODE_245_length_5676_cov_12.776552",5676,0.801409847117447,0.0283773951006549
"NODE_246_length_5674_cov_5.657056",5674,0.568579859730566,0.07239873878244
"NODE_247_length_5669_cov_2.327218",5669,0.983864785646485,0.00327431481930633
"NODE_248_length_5657_cov_3.702606",5657,0.13965726944579,0.280014552510308
"NODE_249_length_5647_cov_2.978362",5647,0.780140033405423,0.0320155226776619
"NODE_250_length_5572_cov_35.543230",5572,0.795175106107514,0.0289837496968227
"NODE_251_length_5562_cov_6.509715",5562,0.628049463561772,0.0605141886975503
"NODE_252_length_5557_cov_3.630498",5557,0.925691195356615,0.0104292990540868
"NODE_253_length_5548_cov_8.153650",5548,0.848055641555995,0.0219500363812758
"NODE_254_length_5544_cov_11.114228",5544,0.806161642685875,0.0276497695852535
"NODE_255_length_5492_cov_2.247011",5492,0.384984466738367,0.125151588649042
"NODE_256_length_5460_cov_7.243293",5460,0.74660676440059,0.0372301722047053
"NODE_257_length_5416_cov_27.572095",5416,0.992432711919949,0.00194033470773708
"NODE_258_length_5408_cov_78.804969",5408,0.983912774479692,0.00327431481930633
"NODE_259_length_5389_cov_27.333146",5389,0.940163255134817,0.00873150618481688
"NODE_260_length_5369_cov_9.824991",5369,0.702893062146429,0.0452340528741208
"NODE_261_length_5368_cov_9.718427",5368,0.271231235238922,0.178146980354111
"NODE_262_length_5352_cov_35.933547",5352,0.57358492646195,0.0717923841862721
"NODE_263_length_5320_cov_13.683381",5320,0.477033650827431,0.0942275042444822
"NODE_264_length_5315_cov_2.788023",5315,0.61105736262375,0.0648799417899588
"NODE_265_length_5295_cov_3.027863",5295,0.931130888646538,0.00970167353868542
"NODE_266_length_5284_cov_65.251291",5284,0.976598438661376,0.00388066941547417
"NODE_267_length_5275_cov_6.447893",5275,0.712274915073247,0.0439000727625515
"NODE_268_length_5264_cov_35.237666",5264,0.768104626128143,0.0335920446276983
"NODE_269_length_5261_cov_3.820592",5261,0.939645862394065,0.00873150618481688
"NODE_270_length_5254_cov_2.963647",5254,0.46411016682834,0.0988357991753577
"NODE_271_length_5249_cov_33.424528",5249,0.901245697492633,0.0130972592772253
"NODE_272_length_5244_cov_3.745230",5244,0.923427829760685,0.0105505699733204
"NODE_273_length_5242_cov_2.716599",5242,0.742603993620611,0.037593984962406
"NODE_274_length_5236_cov_2.875314",5236,0.985647239614772,0.00278923114237206
"NODE_275_length_5221_cov_12.257065",5221,0.458607912863838,0.101018675721562
"NODE_276_length_5208_cov_3.536387",5208,0.959577867262785,0.00642735871937909
"NODE_277_length_5201_cov_42.095025",5201,0.19840078825039,0.225927722532137
"NODE_278_length_5193_cov_43.370378",5193,0.919293234592592,0.0111569245694882
"NODE_279_length_5178_cov_29.014249",5178,0.529034317678585,0.081372786805724
"NODE_280_length_5135_cov_2.967717",5135,0.779875649080672,0.0320155226776619
"NODE_281_length_5124_cov_2.309529",5124,0.669855781337639,0.0514188697550327
"NODE_282_length_5121_cov_28.998421",5121,0.64465011209679,0.0567547902013097
"NODE_283_length_5048_cov_3.914681",5048,0.908373547643657,0.0126121756002911
"NODE_284_length_5045_cov_3.380561",5045,0.647273845010156,0.0565122483628426
"NODE_285_length_5039_cov_88.307785",5039,0.786525104119366,0.0306815425660927
"NODE_286_length_5038_cov_13.220550",5038,0.452926712429333,0.102473926752365
"NODE_287_length_5036_cov_4.519775",5036,0.351735237243823,0.137036138733932
"NODE_288_length_5029_cov_2.444914",5029,0.866853663057202,0.018796992481203
"NODE_289_length_5027_cov_3.361625",5027,0.443536535985736,0.105141886975503
"NODE_290_length_5025_cov_30.366197",5025,0.587240823643133,0.0688818821246665
"NODE_291_length_5024_cov_4.700946",5024,0.923821259885925,0.0104292990540868
"NODE_292_length_5013_cov_49.483058",5013,0.938012482600287,0.00873150618481688
"NODE_293_length_5007_cov_63.829766",5007,0.935007932996537,0.00933786078098472
"NODE_294_length_4995_cov_40.342308",4995,0.947370021977995,0.00727625515401407
"NODE_295_length_4964_cov_6.286616",4964,0.745166700990016,0.0373514431239389
"NODE_296_length_4919_cov_4.528166",4919,0.412885792556191,0.115692456948824
"NODE_297_length_4918_cov_3.203989",4918,0.713314359464451,0.0434149890856173
"NODE_298_length_4913_cov_43.194936",4913,0.237857487601956,0.195367450885278
"NODE_299_length_4897_cov_65.269104",4897,0.864960623904481,0.0190395343196701
"NODE_300_length_4884_cov_2.653344",4884,0.774422529786086,0.0326218772738297
"NODE_301_length_4882_cov_4.316346",4882,0.142431590795891,0.276982779529469
"NODE_302_length_4855_cov_3.691250",4855,0.987191107897416,0.00278923114237206
"NODE_303_length_4848_cov_4.658043",4848,0.814955930364383,0.0261945185544506
"NODE_304_length_4846_cov_3.056564",4846,0.944248244789618,0.00788260975018191
"NODE_305_length_4843_cov_31.356516",4843,0.802243341464419,0.0283773951006549
"NODE_306_length_4750_cov_4.118211",4750,0.993105468715344,0.00181906378850352
"NODE_307_length_4740_cov_6.413874",4740,0.562042367688369,0.0743390734901771
"NODE_308_length_4736_cov_19.072848",4736,0.989761900814452,0.00218287654620422
"NODE_309_length_4710_cov_24.847261",4710,0.0644111442429542,0.407591559544021
"NODE_310_length_4687_cov_3.244171",4687,0.484366654597985,0.0918020858598108
"NODE_311_length_4675_cov_3.713420",4675,0.683633648344881,0.0488721804511278
"NODE_312_length_4674_cov_28.824637",4674,0.81277323049806,0.0265583313121513
"NODE_313_length_4666_cov_5.220560",4666,0.961068496667069,0.00618481688091196
"NODE_314_length_4657_cov_2.563233",4657,0.432780680322977,0.109022556390977
"NODE_315_length_4617_cov_4.342832",4617,0.437988346502517,0.106597138006306
"NODE_316_length_4617_cov_4.309294",4617,0.806911165205738,0.0276497695852535
"NODE_317_length_4602_cov_5.127337",4602,0.867490356970327,0.0185544506427359
"NODE_318_length_4598_cov_51.938807",4598,0.733289413145237,0.039291777831676
"NODE_319_length_4585_cov_2.654525",4585,0.978122696343117,0.0037593984962406
"NODE_320_length_4580_cov_3.720221",4580,0.817604951685016,0.0257094348775164
"NODE_321_length_4573_cov_26.725542",4573,0.853214939576528,0.0207373271889401
"NODE_322_length_4545_cov_9.732517",4545,0.355974759721539,0.135580887703129
"NODE_323_length_4517_cov_98.351636",4517,0.945301803599679,0.0075187969924812
"NODE_324_length_4500_cov_47.745332",4500,0.969920473097617,0.00521464952704342
"NODE_325_length_4499_cov_4.397165",4499,0.91129893353902,0.0122483628425903
"NODE_326_length_4469_cov_2.804259",4469,0.677507723212516,0.0498423478049964
"NODE_327_length_4468_cov_6.240426",4468,0.554348435407885,0.076036866359447
"NODE_328_length_4468_cov_2.577158",4468,0.975116828392955,0.00400194033470774
"NODE_329_length_4461_cov_4.238765",4461,0.375690009599592,0.128425903468348
"NODE_330_length_4442_cov_2.637110",4442,0.313470634347618,0.156318214892069
"NODE_331_length_4430_cov_48.885943",4430,0.332430805745896,0.146737812272617
"NODE_332_length_4405_cov_4.044598",4405,0.783933581473137,0.0308028134853262
"NODE_333_length_4405_cov_3.318621",4405,0.939086258765003,0.00873150618481688
"NODE_334_length_4392_cov_40.354854",4392,0.901837832848882,0.0129759883579918
"NODE_335_length_4388_cov_13.102239",4388,0.985104519953993,0.00315304390007276
"NODE_336_length_4386_cov_36.890556",4386,0.0305163185706121,0.541595925297114
"NODE_337_length_4359_cov_38.026952",4359,0.959215771690744,0.00642735871937909
"NODE_338_length_4319_cov_3.708724",4319,0.993628812295671,0.00157652195003638
"NODE_339_length_4315_cov_5.325352",4315,0.254089056875471,0.187363570215862
"NODE_340_length_4296_cov_3.150436",4296,0.22028510537615,0.207252000970167
"NODE_341_length_4293_cov_13.112236",4293,0.172813140675837,0.247271404317245
"NODE_342_length_4290_cov_3.523731",4290,0.31459952297876,0.155833131215135
"NODE_343_length_4288_cov_4.576896",4288,0.134144102758552,0.285714285714286
"NODE_344_length_4285_cov_2.365248",4285,0.987875883642767,0.00266796022313849
"NODE_345_length_4284_cov_15.920785",4284,0.836373910996271,0.0234052874120786
"NODE_346_length_4281_cov_3.071462",4281,0.980611930785986,0.00363812757700703
"NODE_347_length_4261_cov_2.922016",4261,0.938727412786738,0.00873150618481688
"NODE_348_length_4253_cov_3.195569",4253,0.752364670605644,0.0365025466893039
"NODE_349_length_4248_cov_1.649416",4248,0.0750654278894915,0.385762794081979
"NODE_350_length_4245_cov_3.087351",4245,0.884878443131601,0.0152801358234295
