Header,Length,phage_score,chromosome_score,plasmid_score,Possible_source
NODE_554_length_2725_cov_2.901498,2725,0.960377023307555,0.000823984204260408,0.0387990292306688,phage
NODE_555_length_2722_cov_2.715786,2722,0.126037168079093,0.164830066537393,0.709132769018477,plasmid
NODE_556_length_2717_cov_2.515026,2717,0.594993926932981,0.400305479008089,0.00470055727845823,phage
NODE_557_length_2716_cov_2.414882,2716,0.656107039225119,0.103692326519161,0.240200703148902,phage
NODE_558_length_2711_cov_1.995482,2711,0.521367540486138,0.213219296452371,0.26541316403713,phage
NODE_559_length_2709_cov_2.922005,2709,0.719253665981103,0.158908234214037,0.12183809212738,phage
NODE_560_length_2702_cov_3.550057,2702,0.793324760954792,0.0633249098805917,0.143350318818733,phage
NODE_561_length_2701_cov_1.869992,2701,0.253956913597736,0.121145510587459,0.624897559255814,plasmid
NODE_562_length_2697_cov_3.131718,2697,0.921383025184754,0.0181494594009819,0.0604675202666719,phage
NODE_563_length_2694_cov_5.161425,2694,0.381103079342895,0.150974460526936,0.467922473438333,plasmid
NODE_564_length_2693_cov_2.756634,2693,0.367827926703956,0.338821396856914,0.293350714657593,phage
NODE_565_length_2689_cov_2.581245,2689,0.977590799664157,0.00211206648847543,0.0202971373090029,phage
NODE_566_length_2685_cov_5.081749,2685,0.574752924162582,0.203495574835428,0.221751461155432,phage
NODE_567_length_2684_cov_1.961202,2684,0.24625769526255,0.240029963313556,0.513712290058193,plasmid
NODE_568_length_2674_cov_12.331424,2674,0.6210030824637,0.112554878063316,0.266442057717711,phage
NODE_569_length_2671_cov_53.112385,2671,0.830666469416338,0.0487317171844593,0.12060180556368,phage
NODE_570_length_2644_cov_7.297412,2644,0.389258922048127,0.165448470393396,0.445292591282171,plasmid
NODE_571_length_2634_cov_3.257464,2634,0.427242497919904,0.1543028428302,0.41845467774906,phage
NODE_572_length_2631_cov_2.318323,2631,0.734112660180748,0.123933149656725,0.141954203542989,phage
NODE_573_length_2629_cov_4.077312,2629,0.0535438437749532,0.50926099839479,0.437195200108902,chromosome
NODE_574_length_2629_cov_2.169775,2629,0.652918301888317,0.119560084049581,0.227521602964166,phage
NODE_575_length_2627_cov_4.589036,2627,0.863726001926303,0.0538359966670062,0.0824380059704201,phage
NODE_576_length_2621_cov_2.432190,2621,0.0392441896322684,0.377203063887979,0.583552722096762,plasmid
NODE_577_length_2617_cov_2.644028,2617,0.401333984273693,0.129100925169877,0.469565089611229,plasmid
NODE_578_length_2607_cov_8.512147,2607,0.258587506392883,0.457786669459524,0.283625848274099,chromosome
NODE_579_length_2606_cov_1.868679,2606,0.11623610554982,0.823237448358938,0.0605264332199774,chromosome
NODE_580_length_2598_cov_3.200157,2598,0.16610819844671,0.396098525157977,0.437793267723044,plasmid
NODE_581_length_2598_cov_2.194652,2598,0.516404999217866,0.400736829975736,0.0828581581765455,phage
NODE_582_length_2597_cov_2.756884,2597,0.90311008704411,0.0611049442806288,0.035784931007262,phage
NODE_583_length_2597_cov_2.466955,2597,0.613846551421793,0.127366920658429,0.258786536526533,phage
NODE_584_length_2591_cov_3.743691,2591,0.47794277595075,0.404514462698937,0.117542745114891,phage
NODE_585_length_2591_cov_2.637224,2591,0.594961345678865,0.222005849033422,0.183032802425092,phage
NODE_586_length_2588_cov_71.437031,2588,0.938248733971182,0.0369874876779914,0.0247637951297475,phage
NODE_587_length_2587_cov_3.450632,2587,0.488606176852811,0.334678414139132,0.176715468635741,phage
NODE_588_length_2586_cov_2.614777,2586,0.986162151095485,0.00668115128186075,0.00715666787678336,phage
NODE_589_length_2579_cov_3.792789,2579,0.967301326719723,0.0115194744136171,0.0211791614884494,phage
NODE_590_length_2576_cov_2.375645,2576,0.972196167300207,0.017965142269917,0.00983867536292874,phage
NODE_591_length_2575_cov_3.945635,2575,0.0996865236643449,0.480668988042665,0.419644433462504,chromosome
NODE_592_length_2575_cov_2.707937,2575,0.966908759862474,0.0189987733345298,0.0140924485563074,phage
NODE_593_length_2572_cov_3.048868,2572,0.946854382985117,0.0269036514924993,0.0262420226596759,phage
NODE_594_length_2570_cov_2.824254,2570,0.847175365292145,0.0404415848422143,0.112383019541488,phage
NODE_595_length_2569_cov_3.248210,2569,0.914043515700225,0.0433864151285334,0.0425700715667963,phage
NODE_596_length_2568_cov_2.130123,2568,0.988112784991755,0.00549596681614666,0.00639123645465316,phage
NODE_597_length_2559_cov_3.048323,2559,0.997167615300746,0.000658226177517878,0.00217418236876887,phage
NODE_598_length_2555_cov_2.160400,2555,0.618170687713735,0.0403815862192333,0.341447736594076,phage
NODE_599_length_2548_cov_2.389491,2548,0.530174573009111,0.459141896749785,0.0106835078290522,phage
NODE_600_length_2545_cov_2.902410,2545,0.942631513992789,0.0226199297281988,0.0347485261253852,phage
NODE_601_length_2536_cov_4.630794,2536,0.506316525702973,0.380608190873444,0.113075274609805,phage
NODE_602_length_2533_cov_57.081921,2533,0.720475127985955,0.12547328676168,0.154051594756782,phage
NODE_603_length_2533_cov_3.094431,2533,0.139554412843585,0.344237772763317,0.516207803804037,plasmid
NODE_604_length_2532_cov_58.400484,2532,0.820447049717203,0.104542773499449,0.0750101995058534,phage
NODE_605_length_2532_cov_2.491320,2532,0.703623432401232,0.0832126021597057,0.21316401250837,phage
NODE_606_length_2528_cov_4.305297,2528,0.672007457742208,0.0606533942649823,0.267339151399799,phage
NODE_607_length_2528_cov_2.085321,2528,0.106291568260404,0.645194230577614,0.248514166172547,chromosome
NODE_608_length_2520_cov_6.614604,2520,0.426429007734571,0.0938742707173029,0.479696719419389,plasmid
NODE_609_length_2512_cov_1.194953,2512,0.0374474027520342,0.466460946733784,0.496091663647609,plasmid
NODE_610_length_2508_cov_4.400326,2508,0.630405688399904,0.181558002053836,0.188036268550243,phage
NODE_611_length_2507_cov_5.778548,2507,0.564210601593804,0.422461382637568,0.0133280377455374,phage
NODE_612_length_2507_cov_2.258157,2507,0.475117331845474,0.0436801889240385,0.481202465987652,plasmid
NODE_613_length_2498_cov_2.426525,2498,0.846398563409825,0.127840494487981,0.0257609304520872,phage
NODE_614_length_2497_cov_28.970106,2497,0.417217924459892,0.422460135599113,0.160321903213244,chromosome
NODE_615_length_2491_cov_3.977833,2491,0.37360085076187,0.333681122718782,0.292718024724748,phage
NODE_616_length_2490_cov_7.795072,2490,0.555070855531348,0.180326969867729,0.2646020977612,phage
NODE_617_length_2490_cov_3.956879,2490,0.651509025369782,0.0490615495357169,0.299429423837777,phage
NODE_618_length_2487_cov_4.789062,2487,0.379174794592817,0.124585498829874,0.496239697041644,plasmid
NODE_619_length_2476_cov_3.541925,2476,0.569811932200954,0.196280619728353,0.233907458903524,phage
NODE_620_length_2475_cov_2.522314,2475,0.114402453951312,0.211682812734084,0.673914729645758,plasmid
NODE_621_length_2471_cov_2.428394,2471,0.0783327299723112,0.769056726378234,0.152610587403148,chromosome
NODE_622_length_2468_cov_3.622462,2468,0.94188837738439,0.00542603141584432,0.0526856331296591,phage
NODE_623_length_2467_cov_52.490879,2467,0.514264975554024,0.0866947300855958,0.399040261984934,phage
NODE_624_length_2464_cov_4.825654,2464,0.662799657552273,0.0357322360195413,0.301468078494556,phage
NODE_625_length_2464_cov_3.656213,2464,0.660774338361505,0.0703019177323425,0.268923751163212,phage
NODE_626_length_2456_cov_2.242399,2456,0.60978718999931,0.0693351948931085,0.3208776351295,phage
NODE_627_length_2455_cov_56.408750,2455,0.863746194939021,0.027753812080731,0.108499962965486,phage
NODE_628_length_2455_cov_4.523750,2455,0.922599315886099,0.0432727964189048,0.034127851155285,phage
NODE_629_length_2452_cov_2.139758,2452,0.0580570751559567,0.136325442333983,0.805617490999073,plasmid
NODE_630_length_2450_cov_42.927349,2450,0.951765324388232,0.0202902166971138,0.0279445621584143,phage
NODE_631_length_2442_cov_2.677419,2442,0.361281738820181,0.124793705139172,0.513924525469468,plasmid
NODE_632_length_2437_cov_2.251889,2437,0.917889806705271,0.00588838164484898,0.0762219044196834,phage
NODE_633_length_2430_cov_41.148211,2430,0.83021385912542,0.00918432555080931,0.160601841814724,phage
NODE_634_length_2430_cov_3.119579,2430,0.976615802741345,0.0146788198178933,0.00870533542776549,phage
NODE_635_length_2425_cov_2.987764,2425,0.514745786017978,0.18445886533285,0.300795367390839,phage
NODE_636_length_2419_cov_3.346024,2419,0.982468591366192,0.00346437573056389,0.0140669882188175,phage
NODE_637_length_2408_cov_1.566086,2408,0.460801022121083,0.42770521128643,0.111493765664259,phage
NODE_638_length_2403_cov_3.647785,2403,0.998009081302064,0.00142782030117869,0.000563069603285772,phage
NODE_639_length_2402_cov_1.416702,2402,0.985887667767511,0.000564325227965132,0.0135480282792541,phage
NODE_640_length_2401_cov_3.044757,2401,0.985867005289966,0.00333875510182196,0.0107942684733932,phage
NODE_641_length_2400_cov_2.626866,2400,0.941336899995804,0.0259617022238672,0.0327014364302158,phage
NODE_642_length_2397_cov_2.173783,2397,0.195594963502228,0.0419311159324176,0.762473901535602,plasmid
NODE_643_length_2388_cov_2.675525,2388,0.602536199380405,0.236732260965223,0.16073151337142,phage
NODE_644_length_2381_cov_3.412296,2381,0.246803176886191,0.0535307790284545,0.699666040151973,plasmid
NODE_645_length_2378_cov_4.128713,2378,0.242171339446301,0.278888239867553,0.478940405922843,plasmid
NODE_646_length_2378_cov_2.808437,2378,0.47758696867992,0.506218910480468,0.0161941310154279,chromosome
NODE_647_length_2378_cov_2.791218,2378,0.417140052662465,0.141815226666059,0.441044657444934,plasmid
NODE_648_length_2374_cov_53.979733,2374,0.443729964995846,0.343119868985122,0.213150173388013,phage
NODE_649_length_2374_cov_4.462330,2374,0.683128561658224,0.121873443404867,0.194997975780066,phage
NODE_650_length_2374_cov_1.783527,2374,0.406464217486458,0.343073418437681,0.250462371281645,phage
NODE_651_length_2368_cov_4.284911,2368,0.999984682411761,4.51993117173294e-06,1.07839593652741e-05,phage
NODE_652_length_2362_cov_2.442566,2362,0.742296943817978,0.165982266410138,0.0917208736808144,phage
NODE_653_length_2360_cov_3.539696,2360,0.603506928278228,0.392370678610721,0.00412240209278919,phage
NODE_654_length_2348_cov_54.772351,2348,0.53062529549688,0.153064117800235,0.316310541669392,phage
NODE_655_length_2339_cov_1.891419,2339,0.999853797527703,6.00058482184773e-08,0.00014611762643136,phage
NODE_656_length_2334_cov_3.342694,2334,0.998509313269568,0.000225459783610943,0.00126526093590469,phage
NODE_657_length_2334_cov_2.545853,2334,0.863068658312673,0.013848976339848,0.123082370983298,phage
NODE_658_length_2334_cov_2.501536,2334,0.862441828747335,0.00168387267020636,0.135874293802023,phage
NODE_659_length_2331_cov_62.915202,2331,0.961040822158603,0.00750605945992002,0.0314531505318835,phage
NODE_660_length_2331_cov_17.379174,2331,0.355815584388977,0.00605764020440508,0.638126733833912,plasmid
NODE_661_length_2328_cov_3.558293,2328,0.279222977376476,0.046144160797301,0.674632887250369,plasmid
NODE_662_length_2327_cov_3.266285,2327,0.453092872161542,0.14550484636207,0.401402288693238,phage
NODE_663_length_2326_cov_15.051959,2326,0.660093222675094,0.0894592472561093,0.250447573917033,phage
NODE_664_length_2321_cov_6.623124,2321,0.998605663408652,0.000297770925657909,0.00109650250946608,phage
NODE_665_length_2318_cov_3.643394,2318,0.989937368757875,0.00214692703596894,0.00791575251801248,phage
NODE_666_length_2318_cov_2.198409,2318,0.999304147554535,8.58580393913464e-06,0.000687235889886446,phage
NODE_667_length_2316_cov_17.331712,2316,0.430731301712249,0.253328305355471,0.315940378397857,phage
NODE_668_length_2304_cov_2.909738,2304,0.324921017202238,0.142480045013751,0.53259901702404,plasmid
NODE_669_length_2302_cov_5.964842,2302,0.603834647274245,0.28233528764454,0.113830104405522,phage
NODE_670_length_2302_cov_4.056075,2302,0.895807760938367,0.0098842023018194,0.0943080863577971,phage
NODE_671_length_2299_cov_54.911765,2299,0.796682979709016,0.0356861541874905,0.167630867239391,phage
NODE_672_length_2297_cov_2.379572,2297,0.995594492309448,0.000273953624679693,0.00413157041604247,phage
NODE_673_length_2289_cov_18.871979,2289,0.173973555802362,0.169138219026875,0.656888168964286,plasmid
NODE_674_length_2289_cov_3.036258,2289,0.504383885727641,0.0287412829247949,0.46687478881676,phage
NODE_675_length_2281_cov_23.749775,2281,0.203371040689637,0.23038551773172,0.566243418028145,plasmid
NODE_676_length_2281_cov_2.231357,2281,0.537181043137536,0.0316811212694133,0.431137853510701,phage
NODE_677_length_2278_cov_67.657220,2278,0.998830555194925,0.000569225755764236,0.000600232455419104,phage
NODE_678_length_2277_cov_3.053105,2277,0.58150362041785,0.23879856375759,0.179697878953261,phage
NODE_679_length_2276_cov_2.795588,2276,0.201013648551881,0.193425177427922,0.605561241481342,plasmid
NODE_680_length_2274_cov_2.442091,2274,0.848101230441423,0.0413931093515342,0.110505645826832,phage
NODE_681_length_2268_cov_24.680072,2268,0.346179139992548,0.0522305484486635,0.601590341361111,plasmid
NODE_682_length_2259_cov_21.853902,2259,0.367568022622214,0.479305369445527,0.153126571144399,chromosome
NODE_683_length_2259_cov_1.491379,2259,0.996875597186297,7.37911954284413e-05,0.00305058337859519,phage
NODE_684_length_2248_cov_5.477884,2248,0.70931784124561,0.132883895367543,0.15779824899609,phage
NODE_685_length_2245_cov_21.030137,2245,0.76745638908416,0.127990298454374,0.104553278676651,phage
NODE_686_length_2244_cov_92.353586,2244,0.7776023069805,0.14423171889017,0.0781659702247479,phage
NODE_687_length_2244_cov_42.690270,2244,0.625070566799552,0.225137441912118,0.149791936355239,phage
NODE_688_length_2244_cov_2.438100,2244,0.469180613278068,0.291102636715069,0.239716773045892,phage
NODE_689_length_2240_cov_2.253547,2240,0.180762839104448,0.332275796149458,0.486961362617356,plasmid
NODE_690_length_2237_cov_90.052246,2237,0.53547295213918,0.185628692087021,0.278898292172419,phage
NODE_691_length_2233_cov_4.088154,2233,0.606810584417438,0.265541037688915,0.127648379668707,phage
NODE_692_length_2232_cov_3.006890,2232,0.807990768263417,0.027646508991267,0.164362706616396,phage
NODE_693_length_2231_cov_33.124081,2231,0.998101388243269,0.00170943705026513,0.000189146247184896,phage
NODE_694_length_2230_cov_2.614253,2230,0.678617796555763,0.017240085216793,0.304142156992506,phage
NODE_695_length_2226_cov_2.422386,2226,0.642620395939305,0.114989930889356,0.242389672327877,phage
NODE_696_length_2225_cov_4.865899,2225,0.381884135557024,0.293914945607775,0.324200918835201,phage
NODE_697_length_2211_cov_2.786178,2211,0.90823737308484,0.0389799897178624,0.052782617145429,phage
NODE_698_length_2207_cov_2.101301,2207,0.345007095278309,0.388736891703309,0.266256046528218,chromosome
NODE_699_length_2204_cov_3.558865,2204,0.0731047513453585,0.375035881184839,0.551859370863805,plasmid
NODE_700_length_2203_cov_2.011173,2203,0.574992021051148,0.0592026810195167,0.365805318584996,phage
NODE_701_length_2201_cov_4.021901,2201,0.998458076991151,0.000131328433455547,0.00141060300308789,phage
NODE_702_length_2198_cov_21.476435,2198,0.470303578036172,0.0472814284970101,0.482415018294742,plasmid
NODE_703_length_2195_cov_41.736916,2195,0.994566017918815,0.000760401146889345,0.00467353298462469,phage
NODE_704_length_2194_cov_3.835905,2194,0.273759622208319,0.204590361038989,0.521650011689421,plasmid
NODE_705_length_2190_cov_1.842155,2190,0.409886712897314,0.231077405840975,0.359035876719919,phage
NODE_706_length_2186_cov_2.198498,2186,0.95770101583233,0.032086945518473,0.0102120377342766,phage
NODE_707_length_2185_cov_3.638028,2185,0.98740338801792,0.0104799389549333,0.00211667060613359,phage
NODE_708_length_2182_cov_1.999060,2182,0.585068275685926,0.29278789032558,0.122143800041743,phage
NODE_709_length_2180_cov_7.301176,2180,0.42220964125537,0.209484833369561,0.368305514575144,phage
NODE_710_length_2177_cov_2.545712,2177,0.623259805132613,0.169980677336687,0.206759510343645,phage
NODE_711_length_2176_cov_78.110797,2176,0.533308176871608,0.355106655398712,0.111585154088543,phage
NODE_712_length_2176_cov_2.303630,2176,0.382570125820006,0.326402327059494,0.291027511730242,phage
NODE_713_length_2175_cov_1.958962,2175,0.232013249191744,0.314216428789599,0.453770351820978,plasmid
NODE_714_length_2174_cov_4.014158,2174,0.999108064690093,0.000642038801214389,0.000249915850370619,phage
NODE_715_length_2170_cov_2.973522,2170,0.203928929732143,0.513401559867343,0.282669505490685,chromosome
NODE_716_length_2170_cov_2.285106,2170,0.87518444643592,0.00865812653306578,0.116157488991863,phage
NODE_717_length_2164_cov_31.842105,2164,0.999589372254123,0.000201880050227742,0.000208741888918885,phage
NODE_718_length_2163_cov_17.212998,2163,0.368887054606053,0.449164062097731,0.18194890146282,chromosome
NODE_719_length_2162_cov_58.497390,2162,0.965936065767784,0.0215368329256146,0.0125271061747218,phage
NODE_720_length_2162_cov_57.635026,2162,0.991660007991579,0.00377967619564049,0.0045603060013973,phage
NODE_721_length_2158_cov_2.995720,2158,0.855037054659814,0.105977127426912,0.0389858477138694,phage
NODE_722_length_2156_cov_2.912423,2156,0.101768380912204,0.778865329741547,0.119366309237503,chromosome
NODE_723_length_2155_cov_4.530952,2155,0.647820311328375,0.0377104569190309,0.314469250110291,phage
NODE_724_length_2150_cov_31.449165,2150,0.853861007579537,0.0181999177899385,0.127939070293376,phage
NODE_725_length_2144_cov_2.662518,2144,0.016979022889829,0.72962751228418,0.253393498096448,chromosome
NODE_726_length_2143_cov_4.829023,2143,0.494333997375766,0.268905543533166,0.236760500368257,phage
NODE_727_length_2141_cov_72.353308,2141,0.431813290747233,0.314156234340932,0.254030477855875,phage
NODE_728_length_2139_cov_6.932342,2139,0.522821053674479,0.174013511182382,0.303165457317237,phage
NODE_729_length_2138_cov_1.968795,2138,0.559108591531346,0.145119121049028,0.295772334478858,phage
NODE_730_length_2136_cov_49.216723,2136,0.920534549134501,0.033152644658524,0.0463127943195319,phage
NODE_731_length_2125_cov_3.465217,2125,0.424322467691758,0.097874450508286,0.477803083728341,plasmid
NODE_732_length_2124_cov_4.242629,2124,0.661868158706837,0.1216833938734,0.216448474612276,phage
NODE_733_length_2120_cov_3.204843,2120,0.777933244997601,0.16222446262485,0.0598423281082673,phage
NODE_734_length_2118_cov_2.500727,2118,0.148028731008427,0.391935069989888,0.460036135429026,plasmid
NODE_735_length_2117_cov_2.612512,2117,0.75788437278416,0.147987891238466,0.0941277120119847,phage
NODE_736_length_2116_cov_4.176128,2116,0.027612956849918,0.35438404833662,0.618003003876691,plasmid
NODE_737_length_2116_cov_2.329937,2116,0.490107015197804,0.33208390177423,0.177809101816386,phage
NODE_738_length_2114_cov_11.716367,2114,0.678436775081205,0.235918221154665,0.0856449433664952,phage
NODE_739_length_2114_cov_2.817387,2114,0.547047916119575,0.193344927915392,0.259607182546055,phage
NODE_740_length_2113_cov_4.647716,2113,0.92692328438734,0.0106650573618876,0.0624116063541111,phage
NODE_741_length_2113_cov_3.322643,2113,0.632464084236531,0.0190610201959708,0.348474933533549,phage
NODE_742_length_2102_cov_5.013679,2102,0.870728323110277,0.00781239568788406,0.121459311496406,phage
NODE_743_length_2102_cov_2.380068,2102,0.230247098162104,0.174605661508699,0.595147233934883,plasmid
NODE_744_length_2098_cov_2.391581,2098,0.321662020957447,0.0801317637539456,0.598206273820766,plasmid
NODE_745_length_2090_cov_2.210319,2090,0.341038558614311,0.185668317039617,0.473293162704084,plasmid
NODE_746_length_2090_cov_2.064373,2090,0.11701735572524,0.828334785534434,0.0546478794522263,chromosome
NODE_747_length_2089_cov_5.717306,2089,0.163985460126383,0.402526182056101,0.433488345134766,plasmid
NODE_748_length_2088_cov_3.105263,2088,0.955002106469253,0.00589317140629751,0.0391047312075208,phage
NODE_749_length_2086_cov_1.662728,2086,0.0523997891017579,0.58652672525906,0.361073491443038,chromosome
NODE_750_length_2083_cov_2.376233,2083,0.648860842712041,0.210199194228383,0.140939925490122,phage
NODE_751_length_2081_cov_2.771471,2081,0.977129937163458,0.00204388831575625,0.0208261317230228,phage
NODE_752_length_2081_cov_1.675716,2081,0.429583655361485,0.195402975472076,0.375013398098751,phage
NODE_753_length_2079_cov_5.045455,2079,0.999898225628108,2.71111552095885e-05,7.47456293908659e-05,phage
NODE_754_length_2077_cov_11.446093,2077,0.52090428678474,0.194422020390809,0.284673679327672,phage
NODE_755_length_2077_cov_2.330366,2077,0.999718188292485,0.000107596562061052,0.000174256676574896,phage
NODE_756_length_2077_cov_1.504946,2077,0.00352474505379509,0.762394736263117,0.234080517269065,chromosome
NODE_757_length_2075_cov_61.635644,2075,0.084296641868528,0.605270211955151,0.310433130217604,chromosome
NODE_758_length_2070_cov_45.257568,2070,0.685682444468789,0.264049886455894,0.050267640447271,phage
NODE_759_length_2066_cov_2.583292,2066,0.88402223465865,0.00195903888752996,0.114018799035674,phage
NODE_760_length_2064_cov_80.130413,2064,0.978827787000079,0.0151099394140549,0.00606230979915275,phage
NODE_761_length_2060_cov_75.571571,2060,0.983746050052273,0.00214190493186357,0.0141120096578181,phage
NODE_762_length_2060_cov_1.428429,2060,0.958037840509878,0.0376777965032939,0.00428431462247865,phage
NODE_763_length_2058_cov_1.412381,2058,0.975164318397511,0.00126496069823119,0.023570785364109,phage
NODE_764_length_2051_cov_2.282064,2051,0.12821685754195,0.505264174104143,0.366518944022366,chromosome
NODE_765_length_2049_cov_66.403711,2049,0.569787734271318,0.0573352693755992,0.372877052989222,phage
NODE_766_length_2049_cov_3.181545,2049,0.545012347956527,0.123352411485347,0.331635187127754,phage
NODE_767_length_2048_cov_2.568991,2048,0.999973925761878,8.68115851027085e-06,1.73618794745423e-05,phage
NODE_768_length_2045_cov_4.239196,2045,0.357837446307203,0.165747888750581,0.476414710137547,plasmid
NODE_769_length_2035_cov_2.173737,2035,0.140825715327878,0.193383926255697,0.665790354590451,plasmid
NODE_770_length_2034_cov_1.674078,2034,0.94160091173684,0.00150991703932803,0.0568891279190989,phage
NODE_771_length_2032_cov_2.304502,2032,0.232558323378403,0.666764840366334,0.100676785303852,chromosome
NODE_772_length_2030_cov_2.686582,2030,0.551675281501169,0.124195626656997,0.324129090814168,phage
NODE_773_length_2027_cov_1.586207,2027,0.0425940736775393,0.51824139790048,0.439164541952117,chromosome
NODE_774_length_2026_cov_2.676306,2026,0.444347899734444,0.029202017354846,0.526450117577423,plasmid
NODE_775_length_2021_cov_13.316378,2021,0.581475917476643,0.192620207983005,0.225903855898924,phage
NODE_776_length_2020_cov_119.733842,2020,0.562204024579265,0.0444325709549507,0.393363362196649,phage
NODE_777_length_2018_cov_32.931228,2018,0.986852739859147,0.00280709285327989,0.0103401682188415,phage
NODE_778_length_2017_cov_2.851682,2017,0.653431738581348,0.127582359711104,0.218985872848322,phage
NODE_779_length_2017_cov_1.662589,2017,0.986257407649886,0.000246351815934557,0.0134962501939817,phage
NODE_780_length_2011_cov_3.108896,2011,0.971583681845179,0.0124022365634087,0.016014109994088,phage
NODE_781_length_2010_cov_2.753995,2010,0.731787267905562,0.0247493295082405,0.243463385016171,phage
NODE_782_length_2005_cov_2.984103,2005,0.863544638168782,0.0145628986388974,0.121892465882356,phage
NODE_783_length_2005_cov_2.443590,2005,0.173404766065521,0.749829836914367,0.0767653805396503,chromosome
NODE_784_length_2004_cov_50.137506,2004,0.516310745727516,0.432578822787472,0.0511104360133587,phage
NODE_785_length_2001_cov_115.091470,2001,0.793049907755816,0.0972157330817726,0.109734393421678,phage
NODE_786_length_2001_cov_4.371531,2001,0.985479243781077,0.014234378089241,0.000286389698476546,phage
NODE_787_length_2001_cov_2.520041,2001,0.843674356344043,0.0290758086890652,0.127249794982854,phage
NODE_788_length_2000_cov_14.730591,2000,0.216625845432281,0.0805810481309891,0.702793109416962,plasmid
NODE_789_length_1998_cov_2.222337,1998,0.173016709429366,0.713364558982419,0.1136186838866,chromosome
NODE_790_length_1994_cov_2.208871,1994,0.0356137396220338,0.264162574467831,0.700223680305385,plasmid
NODE_791_length_1991_cov_3.966426,1991,0.999967158229911,1.62949639493621e-05,1.65391203197225e-05,phage
NODE_792_length_1991_cov_2.593353,1991,0.0793348853263515,0.751463663601983,0.169201474163414,chromosome
NODE_793_length_1991_cov_2.422004,1991,0.328125459174305,0.428231065923518,0.24364349878445,chromosome
NODE_794_length_1990_cov_10.103876,1990,0.441523291657318,0.184715111234492,0.37376162795357,phage
NODE_795_length_1984_cov_3.548471,1984,0.557545646304085,0.150866776528287,0.291587607153961,phage
NODE_796_length_1983_cov_3.011929,1983,0.00428871595584707,0.848086518436986,0.147624744003732,chromosome
NODE_797_length_1974_cov_26.119854,1974,0.212399028173696,0.52589550079908,0.261705477821066,chromosome
NODE_798_length_1972_cov_2.478873,1972,0.383585887978091,0.0804006664675585,0.536013459155816,plasmid
NODE_799_length_1969_cov_3.947753,1969,0.967151213866796,0.0169960000161604,0.0158528003020974,phage
NODE_800_length_1968_cov_2.605855,1968,0.732262438390313,0.184824974071689,0.0829125855390618,phage
NODE_801_length_1967_cov_3.075837,1967,0.836655392795877,0.0934098583978022,0.0699347316324861,phage
NODE_802_length_1967_cov_2.011506,1967,0.401057290558168,0.518810903065448,0.0801318338182035,chromosome
NODE_803_length_1966_cov_3.746206,1966,0.18938852053814,0.147370383219219,0.66324109372627,plasmid
NODE_804_length_1966_cov_1.871272,1966,0.933521407424251,0.024531657940169,0.0419469824589463,phage
NODE_805_length_1962_cov_2.901940,1962,0.0296192222733381,0.488389404541856,0.481991401414988,chromosome
NODE_806_length_1961_cov_2.050367,1961,0.230294511314863,0.218653597420178,0.551051907944229,plasmid
NODE_807_length_1952_cov_2.348972,1952,0.0289813777599789,0.59434363050539,0.376674976505217,chromosome
NODE_808_length_1948_cov_35.647649,1948,0.8209862499756,0.0645912638435129,0.114422514851088,phage
NODE_809_length_1947_cov_3.191332,1947,0.730427167632363,0.0636362312777752,0.20593658857656,phage
NODE_810_length_1943_cov_1.645657,1943,0.652011687416301,0.339901910390182,0.00808641206994616,phage
NODE_811_length_1938_cov_2.898035,1938,0.482544907659938,0.165743833107891,0.351711228720544,phage
NODE_812_length_1935_cov_1.530319,1935,0.548547513205413,0.228183770826621,0.223268704127896,phage
NODE_813_length_1933_cov_2.665602,1933,0.382413026540932,0.399295536027446,0.218291417654629,chromosome
NODE_814_length_1933_cov_1.808307,1933,0.533809211754577,0.325991530555305,0.140199184209586,phage
NODE_815_length_1930_cov_2.308267,1930,0.833837659865464,0.132116608360271,0.0340456807879741,phage
NODE_816_length_1929_cov_38.616329,1929,0.963555434721625,0.0237590402805045,0.0126854870468378,phage
NODE_817_length_1926_cov_1.934260,1926,0.98520027105682,0.00651037953271767,0.00828933286715614,phage
NODE_818_length_1921_cov_3.282422,1921,0.628002114093658,0.144465742703529,0.227532117922811,phage
NODE_819_length_1917_cov_4.058002,1917,0.872717859039844,0.0116322649371736,0.115649890218729,phage
NODE_820_length_1915_cov_3.618280,1915,0.241732776165008,0.236593992140524,0.521673215898459,plasmid
NODE_821_length_1909_cov_3.553398,1909,0.943471233122882,0.0288599405736277,0.0276688490845477,phage
NODE_822_length_1907_cov_83.138229,1907,0.261061073537265,0.408591932052083,0.33034696628051,chromosome
NODE_823_length_1907_cov_2.614471,1907,0.380729485236745,0.470071431380263,0.149199083091923,chromosome
NODE_824_length_1905_cov_29.928649,1905,0.677517773598198,0.317083193561224,0.00539901616018794,phage
NODE_825_length_1905_cov_1.828108,1905,0.0966079638698908,0.731056050522121,0.172335968594851,chromosome
NODE_826_length_1902_cov_93.089334,1902,0.981728405042402,0.00966653592696514,0.00860508451420427,phage
NODE_827_length_1901_cov_2.635428,1901,0.29150743372562,0.184343337895116,0.524149226051202,plasmid
NODE_828_length_1900_cov_1.753388,1900,0.988836404524352,0.00838585706170355,0.00277771485822374,phage
NODE_829_length_1896_cov_5.517653,1896,0.537593935109392,0.088202436136294,0.374203668930863,phage
